OID,Shape_Length,Shape_Area,x_z,y_z,dy_conf
254,4000,1000000,116.374265,39.88787575,1.3
255,4000,1000000,116.3859604,39.88793826,1.4
256,4000,1000000,116.3976557,39.88799959,1.3
257,4000,1000000,116.4093512,39.88805975,1.5
258,4000,1000000,116.4210466,39.88811872,1.4
259,4000,1000000,116.4327421,39.88817651,1.4
260,4000,1000000,116.4444376,39.88823313,1.3
261,4000,1000000,116.4561331,39.88828856,1.2
262,4000,1000000,116.4678287,39.88834282,1.4
263,4000,1000000,116.4795243,39.8883959,1.3
264,4000,1000000,116.49122,39.88844779,1.2
265,4000,1000000,116.5029157,39.88849851,1.0
266,4000,1000000,116.5146114,39.88854805,1.1
267,4000,1000000,116.5263071,39.88859641,1.1
268,4000,1000000,116.5380028,39.88864359,0.0
269,4000,1000000,116.5496986,39.88868959,0.0
270,4000,1000000,116.5613944,39.88873441,0.0
271,4000,1000000,116.2221273,39.89596494,0.0
272,4000,1000000,116.2338237,39.8960428,1.0
273,4000,1000000,116.2455201,39.89611949,1.2
274,4000,1000000,116.2572165,39.89619499,1.2
275,4000,1000000,116.268913,39.89626932,1.0
276,4000,1000000,116.2806095,39.89634247,1.6
277,4000,1000000,116.292306,39.89641444,1.2
278,4000,1000000,116.3040026,39.89648522,1.6
279,4000,1000000,116.3156993,39.89655483,1.2
280,4000,1000000,116.327396,39.89662326,1.4
281,4000,1000000,116.3390927,39.89669051,1.3
282,4000,1000000,116.3507895,39.89675658,1.4
283,4000,1000000,116.3624863,39.89682147,1.4
284,4000,1000000,116.3741831,39.89688518,1.3
285,4000,1000000,116.38588,39.89694771,1.4
286,4000,1000000,116.3975769,39.89700907,1.3
287,4000,1000000,116.4092738,39.89706924,1.4
288,4000,1000000,116.4209708,39.89712823,1.4
289,4000,1000000,116.4326678,39.89718604,1.3
290,4000,1000000,116.4443649,39.89724267,1.5
291,4000,1000000,116.4560619,39.89729813,1.5
292,4000,1000000,116.467759,39.8973524,1.5
293,4000,1000000,116.4794562,39.89740549,1.4
294,4000,1000000,116.4911534,39.89745741,1.2
295,4000,1000000,116.5028506,39.89750814,1.1
296,4000,1000000,116.5145478,39.8975577,1.1
297,4000,1000000,116.5262451,39.89760607,1.0
298,4000,1000000,116.5379424,39.89765327,1.3
299,4000,1000000,116.5496397,39.89769928,1.0
300,4000,1000000,116.561337,39.89774412,1.0
301,4000,1000000,116.2220255,39.90497406,1.1
302,4000,1000000,116.2337233,39.90505195,1.0
303,4000,1000000,116.2454213,39.90512866,1.2
304,4000,1000000,116.2571192,39.90520419,1.0
305,4000,1000000,116.2688172,39.90527854,1.2
306,4000,1000000,116.2805153,39.90535171,1.4
307,4000,1000000,116.2922134,39.9054237,1.4
308,4000,1000000,116.3039115,39.90549451,1.3
309,4000,1000000,116.3156097,39.90556415,1.5
310,4000,1000000,116.3273079,39.9056326,1.5
311,4000,1000000,116.3390061,39.90569987,1.4
312,4000,1000000,116.3507044,39.90576596,1.4
313,4000,1000000,116.3624028,39.90583087,1.5
314,4000,1000000,116.3741011,39.9058946,1.4
315,4000,1000000,116.3857995,39.90595715,1.3
316,4000,1000000,116.397498,39.90601852,1.2
317,4000,1000000,116.4091964,39.90607871,1.4
318,4000,1000000,116.420895,39.90613772,1.5
319,4000,1000000,116.4325935,39.90619555,1.3
320,4000,1000000,116.4442921,39.90625221,1.5
321,4000,1000000,116.4559907,39.90630768,1.5
322,4000,1000000,116.4676893,39.90636197,1.4
323,4000,1000000,116.479388,39.90641508,1.5
324,4000,1000000,116.4910867,39.90646701,1.2
325,4000,1000000,116.5027855,39.90651776,1.1
326,4000,1000000,116.5144842,39.90656733,1.2
327,4000,1000000,116.526183,39.90661572,1.1
328,4000,1000000,116.5378818,39.90666293,1.1
329,4000,1000000,116.5495807,39.90670896,1.3
330,4000,1000000,116.5612796,39.90675381,1.2
331,4000,1000000,116.2219235,39.91398317,0.0
332,4000,1000000,116.2336229,39.91406109,0.0
333,4000,1000000,116.2453224,39.91413782,0.0
334,4000,1000000,116.2570219,39.91421338,1.1
335,4000,1000000,116.2687214,39.91428775,1.2
336,4000,1000000,116.280421,39.91436094,1.4
337,4000,1000000,116.2921206,39.91443296,1.5
338,4000,1000000,116.3038203,39.91450379,1.4
339,4000,1000000,116.31552,39.91457344,1.4
340,4000,1000000,116.3272197,39.91464192,1.4
341,4000,1000000,116.3389195,39.91470921,1.6
342,4000,1000000,116.3506194,39.91477532,1.5
343,4000,1000000,116.3623192,39.91484025,1.5
344,4000,1000000,116.3740191,39.914904,1.4
345,4000,1000000,116.3857191,39.91496657,1.5
346,4000,1000000,116.397419,39.91502797,1.4
347,4000,1000000,116.409119,39.91508818,1.4
348,4000,1000000,116.4208191,39.91514721,1.4
349,4000,1000000,116.4325192,39.91520505,1.5
350,4000,1000000,116.4442193,39.91526172,1.4
351,4000,1000000,116.4559194,39.91531721,1.5
352,4000,1000000,116.4676196,39.91537152,1.5
353,4000,1000000,116.4793198,39.91542465,1.5
354,4000,1000000,116.49102,39.91547659,1.2
355,4000,1000000,116.5027203,39.91552736,1.1
356,4000,1000000,116.5144206,39.91557695,1.1
357,4000,1000000,116.5261209,39.91562535,1.2
358,4000,1000000,116.5378213,39.91567258,1.1
359,4000,1000000,116.5495217,39.91571862,1.0
360,4000,1000000,116.5612221,39.91576348,1.0
361,4000,1000000,116.2218216,39.92299227,0.0
362,4000,1000000,116.2335225,39.92307021,1.5
363,4000,1000000,116.2452235,39.92314697,1.0
364,4000,1000000,116.2569245,39.92322255,1.0
365,4000,1000000,116.2686256,39.92329694,1.0
366,4000,1000000,116.2803267,39.92337016,1.5
367,4000,1000000,116.2920279,39.9234422,1.3
368,4000,1000000,116.303729,39.92351305,1.4
369,4000,1000000,116.3154303,39.92358273,1.3
370,4000,1000000,116.3271316,39.92365122,1.3
371,4000,1000000,116.3388329,39.92371854,1.5
372,4000,1000000,116.3505342,39.92378467,1.4
373,4000,1000000,116.3622356,39.92384962,1.5
374,4000,1000000,116.3739371,39.92391339,1.3
375,4000,1000000,116.3856385,39.92397598,1.3
376,4000,1000000,116.39734,39.92403739,1.3
377,4000,1000000,116.4090416,39.92409762,1.5
378,4000,1000000,116.4207432,39.92415667,1.6
379,4000,1000000,116.4324448,39.92421454,1.5
380,4000,1000000,116.4441464,39.92427123,1.5
381,4000,1000000,116.4558481,39.92432673,1.5
382,4000,1000000,116.4675498,39.92438106,1.5
383,4000,1000000,116.4792516,39.9244342,1.5
384,4000,1000000,116.4909533,39.92448616,1.3
385,4000,1000000,116.5026551,39.92453695,1.1
386,4000,1000000,116.514357,39.92458655,1.2
387,4000,1000000,116.5260588,39.92463497,1.2
388,4000,1000000,116.5377607,39.92468221,1.3
389,4000,1000000,116.5494626,39.92472827,1.5
390,4000,1000000,116.5611646,39.92477315,1.2
391,4000,1000000,116.2217196,39.93200135,0.0
392,4000,1000000,116.233422,39.93207932,0.0
393,4000,1000000,116.2451245,39.9321561,1.0
394,4000,1000000,116.2568271,39.9322317,1.0
395,4000,1000000,116.2685297,39.93230612,1.0
396,4000,1000000,116.2802323,39.93237936,1.4
397,4000,1000000,116.291935,39.93245142,1.3
398,4000,1000000,116.3036378,39.9325223,1.4
399,4000,1000000,116.3153405,39.932592,1.4
400,4000,1000000,116.3270434,39.93266052,1.4
401,4000,1000000,116.3387462,39.93272785,1.5
402,4000,1000000,116.3504491,39.932794,1.5
403,4000,1000000,116.362152,39.93285898,1.3
404,4000,1000000,116.373855,39.93292277,1.5
405,4000,1000000,116.385558,39.93298538,1.3
406,4000,1000000,116.397261,39.93304681,1.4
407,4000,1000000,116.4089641,39.93310706,1.5
408,4000,1000000,116.4206672,39.93316612,1.5
409,4000,1000000,116.4323704,39.93322401,1.4
410,4000,1000000,116.4440736,39.93328071,1.5
411,4000,1000000,116.4557768,39.93333624,1.5
412,4000,1000000,116.46748,39.93339058,1.4
413,4000,1000000,116.4791833,39.93344374,1.4
414,4000,1000000,116.4908866,39.93349572,1.4
415,4000,1000000,116.5025899,39.93354652,1.2
416,4000,1000000,116.5142933,39.93359614,1.2
417,4000,1000000,116.5259967,39.93364457,1.0
418,4000,1000000,116.5377001,39.93369183,1.2
419,4000,1000000,116.5494036,39.9337379,0.0
420,4000,1000000,116.561107,39.9337828,1.6
421,4000,1000000,116.2216175,39.94101042,0.0
422,4000,1000000,116.2333215,39.94108841,0.0
423,4000,1000000,116.2450255,39.94116522,0.0
424,4000,1000000,116.2567296,39.94124084,1.2
425,4000,1000000,116.2684338,39.94131529,1.2
426,4000,1000000,116.280138,39.94138855,1.4
427,4000,1000000,116.2918422,39.94146064,1.4
428,4000,1000000,116.3035464,39.94153154,1.4
429,4000,1000000,116.3152508,39.94160126,1.3
430,4000,1000000,116.3269551,39.94166979,1.4
431,4000,1000000,116.3386595,39.94173715,1.4
432,4000,1000000,116.3503639,39.94180332,1.5
433,4000,1000000,116.3620684,39.94186832,1.2
434,4000,1000000,116.3737729,39.94193213,1.4
435,4000,1000000,116.3854774,39.94199476,1.3
436,4000,1000000,116.397182,39.94205621,1.4
437,4000,1000000,116.4088866,39.94211648,1.5
438,4000,1000000,116.4205912,39.94217556,1.5
439,4000,1000000,116.4322959,39.94223347,1.5
440,4000,1000000,116.4440006,39.94229019,1.5
441,4000,1000000,116.4557054,39.94234573,1.4
442,4000,1000000,116.4674102,39.94240009,1.3
443,4000,1000000,116.479115,39.94245327,1.3
444,4000,1000000,116.4908198,39.94250526,1.2
445,4000,1000000,116.5025247,39.94255608,1.0
446,4000,1000000,116.5142296,39.94260571,1.5
447,4000,1000000,116.5259345,39.94265416,1.3
448,4000,1000000,116.5376395,39.94270143,0.0
449,4000,1000000,116.5493445,39.94274752,0.0
450,4000,1000000,116.5610495,39.94279243,1.4
451,4000,1000000,116.2215154,39.95001948,0.0
452,4000,1000000,116.2332209,39.95009749,1.4
453,4000,1000000,116.2449265,39.95017432,0.0
454,4000,1000000,116.2566321,39.95024997,0.0
455,4000,1000000,116.2683378,39.95032444,1.4
456,4000,1000000,116.2800435,39.95039773,1.2
457,4000,1000000,116.2917493,39.95046983,1.6
458,4000,1000000,116.3034551,39.95054076,1.4
459,4000,1000000,116.3151609,39.9506105,1.5
460,4000,1000000,116.3268668,39.95067906,1.4
461,4000,1000000,116.3385727,39.95074643,1.5
462,4000,1000000,116.3502787,39.95081263,1.4
463,4000,1000000,116.3619847,39.95087764,1.5
464,4000,1000000,116.3736907,39.95094148,1.3
465,4000,1000000,116.3853968,39.95100413,1.2
466,4000,1000000,116.3971029,39.9510656,1.3
467,4000,1000000,116.4088091,39.95112588,1.2
468,4000,1000000,116.4205152,39.95118499,1.5
469,4000,1000000,116.4322215,39.95124291,1.3
470,4000,1000000,116.4439277,39.95129965,1.4
471,4000,1000000,116.455634,39.95135521,1.3
472,4000,1000000,116.4673403,39.95140959,1.3
473,4000,1000000,116.4790466,39.95146278,1.4
474,4000,1000000,116.490753,39.95151479,1.0
475,4000,1000000,116.5024594,39.95156562,1.5
476,4000,1000000,116.5141659,39.95161527,1.4
477,4000,1000000,116.5258723,39.95166374,0.0
478,4000,1000000,116.5375788,39.95171103,1.0
479,4000,1000000,116.5492853,39.95175713,1.6
480,4000,1000000,116.5609919,39.95180205,1.0
481,4000,1000000,116.2214132,39.95902852,1.2
482,4000,1000000,116.2331203,39.95910655,1.5
483,4000,1000000,116.2448274,39.95918341,1.0
484,4000,1000000,116.2565346,39.95925909,0.0
485,4000,1000000,116.2682418,39.95933358,0.0
486,4000,1000000,116.279949,39.95940689,1.3
487,4000,1000000,116.2916563,39.95947902,1.4
488,4000,1000000,116.3033637,39.95954996,1.3
489,4000,1000000,116.3150711,39.95961973,1.4
490,4000,1000000,116.3267785,39.95968831,1.4
491,4000,1000000,116.3384859,39.95975571,1.4
492,4000,1000000,116.3501934,39.95982192,1.3
493,4000,1000000,116.361901,39.95988696,1.5
494,4000,1000000,116.3736085,39.95995081,1.3
495,4000,1000000,116.3853161,39.96001348,1.3
496,4000,1000000,116.3970238,39.96007497,1.4
497,4000,1000000,116.4087315,39.96013527,1.4
498,4000,1000000,116.4204392,39.9601944,1.3
499,4000,1000000,116.4321469,39.96025234,1.4
500,4000,1000000,116.4438547,39.9603091,1.3
501,4000,1000000,116.4555625,39.96036467,1.3
502,4000,1000000,116.4672704,39.96041907,1.3
503,4000,1000000,116.4789783,39.96047228,1.2
504,4000,1000000,116.4906862,39.96052431,1.3
505,4000,1000000,116.5023941,39.96057516,1.2
506,4000,1000000,116.5141021,39.96062482,0.0
507,4000,1000000,116.5258101,39.9606733,1.2
508,4000,1000000,116.5375181,39.9607206,1.4
509,4000,1000000,116.5492262,39.96076672,0.0
510,4000,1000000,116.5609343,39.96081166,0.0
511,4000,1000000,116.221311,39.96803754,1.0
512,4000,1000000,116.2330196,39.96811561,0.0
513,4000,1000000,116.2447283,39.96819249,1.3
514,4000,1000000,116.256437,39.96826818,0.0
515,4000,1000000,116.2681457,39.9683427,1.6
516,4000,1000000,116.2798545,39.96841603,1.2
517,4000,1000000,116.2915634,39.96848818,1.3
518,4000,1000000,116.3032722,39.96855915,1.5
519,4000,1000000,116.3149811,39.96862894,1.3
520,4000,1000000,116.3266901,39.96869754,1.3
521,4000,1000000,116.3383991,39.96876496,1.4
522,4000,1000000,116.3501081,39.9688312,1.5
523,4000,1000000,116.3618172,39.96889626,1.5
524,4000,1000000,116.3735263,39.96896013,1.5
525,4000,1000000,116.3852355,39.96902282,1.3
526,4000,1000000,116.3969446,39.96908433,1.4
527,4000,1000000,116.4086539,39.96914465,1.4
528,4000,1000000,116.4203631,39.96920379,1.4
529,4000,1000000,116.4320724,39.96926175,1.2
530,4000,1000000,116.4437817,39.96931853,1.3
531,4000,1000000,116.4554911,39.96937412,1.5
532,4000,1000000,116.4672005,39.96942853,1.4
533,4000,1000000,116.4789099,39.96948176,1.2
534,4000,1000000,116.4906193,39.96953381,1.2
535,4000,1000000,116.5023288,39.96958467,1.4
536,4000,1000000,116.5140383,39.96963435,1.2
537,4000,1000000,116.5257479,39.96968285,0.0
538,4000,1000000,116.5374574,39.96973017,0.0
539,4000,1000000,116.549167,39.9697763,1.6
540,4000,1000000,116.5608766,39.96982125,0.0
541,4000,1000000,116.2212088,39.97704655,1.3
542,4000,1000000,116.2329189,39.97712464,1.5
543,4000,1000000,116.2446291,39.97720155,1.4
544,4000,1000000,116.2563394,39.97727727,0.0
545,4000,1000000,116.2680496,39.97735181,1.6
546,4000,1000000,116.27976,39.97742517,1.4
547,4000,1000000,116.2914703,39.97749734,1.5
548,4000,1000000,116.3031807,39.97756833,1.4
549,4000,1000000,116.3148912,39.97763814,1.4
550,4000,1000000,116.3266017,39.97770676,1.3
551,4000,1000000,116.3383122,39.9777742,1.5
552,4000,1000000,116.3500228,39.97784046,1.3
553,4000,1000000,116.3617334,39.97790554,1.4
554,4000,1000000,116.373444,39.97796943,1.5
555,4000,1000000,116.3851547,39.97803214,1.5
556,4000,1000000,116.3968655,39.97809367,1.4
557,4000,1000000,116.4085762,39.97815401,1.4
