OBJECTID,x,y,pick_up
216,438500,4414500,0.23655913978494625
217,439500,4414500,0.11206896551724138
218,440500,4414500,0.06967213114754098
219,441500,4414500,0.3375
220,442500,4414500,0.525
221,443500,4414500,0.08011049723756906
222,444500,4414500,0.6593406593406593
223,445500,4414500,0.1590909090909091
224,446500,4414500,0.35
225,447500,4414500,0.4715909090909091
226,448500,4414500,0.5697674418604651
227,449500,4414500,0.10625
228,450500,4414500,0.297029702970297
229,451500,4414500,0.3170731707317073
230,452500,4414500,0.14609053497942387
231,453500,4414500,0.06938775510204082
232,454500,4414500,0.22807017543859648
233,455500,4414500,0.03910614525139665
234,456500,4414500,0.19791666666666666
235,457500,4414500,0.7777777777777778
236,458500,4414500,0.0
237,459500,4414500,0.08823529411764706
238,460500,4414500,0.0
239,461500,4414500,0.5
240,462500,4414500,0.0
241,433500,4415500,0.05263157894736842
242,434500,4415500,0.2727272727272727
243,435500,4415500,0.031746031746031744
244,436500,4415500,0.20634920634920634
245,437500,4415500,0.06842105263157895
246,438500,4415500,0.9090909090909091
247,439500,4415500,0.1875
248,440500,4415500,0.06666666666666667
249,441500,4415500,0.15349887133182843
250,442500,4415500,0.2153392330383481
251,443500,4415500,0.14359861591695502
252,444500,4415500,0.383399209486166
253,445500,4415500,0.22823529411764706
254,446500,4415500,0.20606060606060606
255,447500,4415500,0.23333333333333334
256,448500,4415500,0.1437308868501529
257,449500,4415500,0.05309734513274336
258,450500,4415500,0.11148648648648649
259,451500,4415500,0.268
260,452500,4415500,0.1720647773279352
261,453500,4415500,0.11703703703703704
262,454500,4415500,0.15012722646310434
263,455500,4415500,0.21286031042128603
264,456500,4415500,0.36419753086419754
265,457500,4415500,0.07228915662650602
266,458500,4415500,0.03488372093023256
267,459500,4415500,0.1111111111111111
268,460500,4415500,0.0
269,461500,4415500,0.16666666666666666
270,462500,4415500,0.1
271,433500,4416500,0.08641975308641975
272,434500,4416500,0.11904761904761904
273,435500,4416500,0.23125
274,436500,4416500,0.09803921568627451
275,437500,4416500,0.0625
276,438500,4416500,0.1592356687898089
277,439500,4416500,0.04405286343612335
278,440500,4416500,0.09643605870020965
279,441500,4416500,1.0
280,442500,4416500,0.2676056338028169
281,443500,4416500,0.15798319327731092
282,444500,4416500,0.14711359404096835
283,445500,4416500,0.23678646934460887
284,446500,4416500,0.7152542372881356
285,447500,4416500,0.33014354066985646
286,448500,4416500,0.24789915966386555
287,449500,4416500,0.41505791505791506
288,450500,4416500,1.0
289,451500,4416500,0.13172804532577903
290,452500,4416500,0.3533834586466165
291,453500,4416500,0.2420749279538905
292,454500,4416500,0.3638888888888889
293,455500,4416500,0.13349514563106796
294,456500,4416500,0.5
295,457500,4416500,0.7948717948717948
296,458500,4416500,1.0
297,459500,4416500,0.043478260869565216
298,460500,4416500,0.011764705882352941
299,461500,4416500,0.4375
300,462500,4416500,0.3888888888888889
301,433500,4417500,0.5
302,434500,4417500,0.7777777777777778
303,435500,4417500,0.23148148148148148
304,436500,4417500,0.29914529914529914
305,437500,4417500,0.24812030075187969
306,438500,4417500,0.7
307,439500,4417500,0.2962962962962963
308,440500,4417500,0.20276497695852536
309,441500,4417500,0.5394190871369294
310,442500,4417500,0.18840579710144928
311,443500,4417500,0.344559585492228
312,444500,4417500,0.2099236641221374
313,445500,4417500,0.8033898305084746
314,446500,4417500,0.7
315,447500,4417500,0.15303430079155672
316,448500,4417500,0.1510204081632653
317,449500,4417500,0.386094674556213
318,450500,4417500,0.41139240506329117
319,451500,4417500,0.3316430020283976
320,452500,4417500,0.2039381153305204
321,453500,4417500,0.3460111317254174
322,454500,4417500,0.2095357590966123
323,455500,4417500,0.4369747899159664
324,456500,4417500,0.01417004048582996
325,457500,4417500,0.11557788944723618
326,458500,4417500,0.2740112994350282
327,459500,4417500,0.0903954802259887
328,460500,4417500,0.020785219399538105
329,461500,4417500,0.04326923076923077
330,462500,4417500,0.08955223880597014
331,433500,4418500,0.0
332,434500,4418500,0.3125
333,435500,4418500,0.0
334,436500,4418500,0.36585365853658536
335,437500,4418500,0.10176991150442478
336,438500,4418500,1.0
337,439500,4418500,0.2046783625730994
338,440500,4418500,0.2280130293159609
339,441500,4418500,1.0
340,442500,4418500,0.14285714285714285
341,443500,4418500,0.871244635193133
342,444500,4418500,0.37564102564102564
343,445500,4418500,1.0
344,446500,4418500,1.0
345,447500,4418500,0.6097560975609756
346,448500,4418500,0.096045197740113
347,449500,4418500,0.6466666666666666
348,450500,4418500,0.75
349,451500,4418500,0.25383542538354253
350,452500,4418500,0.41379310344827586
351,453500,4418500,0.8925184404636459
352,454500,4418500,0.242
353,455500,4418500,0.19822485207100593
354,456500,4418500,0.4845360824742268
355,457500,4418500,0.3004694835680751
356,458500,4418500,0.22053231939163498
357,459500,4418500,0.29508196721311475
358,460500,4418500,0.13812154696132597
359,461500,4418500,0.12962962962962962
360,462500,4418500,0.04854368932038835
361,433500,4419500,0.029411764705882353
362,434500,4419500,0.11688311688311688
363,435500,4419500,0.044642857142857144
364,436500,4419500,0.23577235772357724
365,437500,4419500,0.08243727598566308
366,438500,4419500,0.25405405405405407
367,439500,4419500,0.2175732217573222
368,440500,4419500,0.15288220551378445
369,441500,4419500,0.5401785714285714
370,442500,4419500,0.2217391304347826
371,443500,4419500,0.39763779527559057
372,444500,4419500,0.25977653631284914
373,445500,4419500,0.7746478873239436
374,446500,4419500,0.39593908629441626
375,447500,4419500,0.5734265734265734
376,448500,4419500,0.1975806451612903
377,449500,4419500,0.31693989071038253
378,450500,4419500,0.17971014492753623
379,451500,4419500,0.38920780711825487
380,452500,4419500,0.9152542372881356
381,453500,4419500,0.22984356197352587
382,454500,4419500,0.21348314606741572
383,455500,4419500,0.05507246376811594
384,456500,4419500,0.2
385,457500,4419500,0.17120622568093385
386,458500,4419500,0.3183279742765273
387,459500,4419500,0.1631578947368421
388,460500,4419500,0.008928571428571428
389,461500,4419500,0.04
390,462500,4419500,0.03875968992248062
391,433500,4420500,0.0
392,434500,4420500,0.0
393,435500,4420500,0.4634146341463415
394,436500,4420500,0.23529411764705882
395,437500,4420500,0.11979166666666667
396,438500,4420500,0.5875
397,439500,4420500,0.06666666666666667
398,440500,4420500,0.16045845272206305
399,441500,4420500,0.59
400,442500,4420500,0.4570552147239264
401,443500,4420500,0.3375796178343949
402,444500,4420500,0.17236467236467237
403,445500,4420500,0.501577287066246
404,446500,4420500,0.38515901060070673
405,447500,4420500,0.2268041237113402
406,448500,4420500,0.258160237388724
407,449500,4420500,0.26573426573426573
408,450500,4420500,0.12849162011173185
409,451500,4420500,0.3239277652370203
410,452500,4420500,0.3087719298245614
411,453500,4420500,0.3840985442329227
412,454500,4420500,0.2540983606557377
413,455500,4420500,0.10518292682926829
414,456500,4420500,0.108
415,457500,4420500,0.21287128712871287
416,458500,4420500,0.17518248175182483
417,459500,4420500,0.17647058823529413
418,460500,4420500,0.037162162162162164
419,461500,4420500,0.0
420,462500,4420500,0.3181818181818182
421,433500,4421500,0.0
422,434500,4421500,0.0
423,435500,4421500,0.20833333333333334
424,436500,4421500,0.21875
425,437500,4421500,0.11336032388663968
426,438500,4421500,0.27835051546391754
427,439500,4421500,0.18095238095238095
428,440500,4421500,0.24347826086956523
429,441500,4421500,0.10256410256410256
430,442500,4421500,1.0
431,443500,4421500,0.08058608058608059
432,444500,4421500,0.1606280193236715
433,445500,4421500,0.14545454545454545
434,446500,4421500,0.7522123893805309
435,447500,4421500,0.2465753424657534
436,448500,4421500,0.37777777777777777
437,449500,4421500,0.3203125
438,450500,4421500,0.1640378548895899
439,451500,4421500,0.14947856315179606
440,452500,4421500,0.2408906882591093
441,453500,4421500,0.07692307692307693
442,454500,4421500,0.46
443,455500,4421500,0.040268456375838924
444,456500,4421500,0.5
445,457500,4421500,0.15217391304347827
446,458500,4421500,0.10476190476190476
447,459500,4421500,0.05741626794258373
448,460500,4421500,0.0022371364653243847
449,461500,4421500,0.0
450,462500,4421500,0.05371900826446281
451,433500,4422500,0.0
452,434500,4422500,0.13953488372093023
453,435500,4422500,0.017241379310344827
454,436500,4422500,0.23809523809523808
455,437500,4422500,0.11904761904761904
456,438500,4422500,0.64
457,439500,4422500,0.2229299363057325
458,440500,4422500,0.13333333333333333
459,441500,4422500,0.31693989071038253
460,442500,4422500,0.41732283464566927
461,443500,4422500,1.0
462,444500,4422500,0.3256578947368421
463,445500,4422500,0.20673076923076922
464,446500,4422500,0.10658307210031348
465,447500,4422500,0.13344316309719934
466,448500,4422500,0.11094452773613193
467,449500,4422500,0.07536231884057971
468,450500,4422500,0.11891891891891893
469,451500,4422500,0.07065217391304347
470,452500,4422500,0.09090909090909091
471,453500,4422500,0.20815450643776823
472,454500,4422500,0.8603896103896104
473,455500,4422500,0.1269296740994854
474,456500,4422500,0.05747126436781609
475,457500,4422500,0.1625
476,458500,4422500,0.09433962264150944
477,459500,4422500,0.06382978723404255
478,460500,4422500,0.0
479,461500,4422500,0.0
480,462500,4422500,0.0
481,433500,4423500,1.0
482,434500,4423500,1.0
483,435500,4423500,0.19047619047619047
484,436500,4423500,0.0
485,437500,4423500,0.043689320388349516
486,438500,4423500,0.3006134969325153
487,439500,4423500,0.45
488,440500,4423500,0.22048997772828507
489,441500,4423500,0.4217391304347826
490,442500,4423500,0.28662420382165604
491,443500,4423500,0.7029702970297029
492,444500,4423500,0.20462046204620463
493,445500,4423500,0.1564625850340136
494,446500,4423500,0.4358974358974359
495,447500,4423500,0.5135135135135135
496,448500,4423500,0.22672064777327935
497,449500,4423500,0.4507042253521127
498,450500,4423500,0.3901345291479821
499,451500,4423500,0.20175438596491227
500,452500,4423500,0.1590493601462523
501,453500,4423500,0.17685589519650655
502,454500,4423500,0.6334519572953736
503,455500,4423500,0.020634920634920634
504,456500,4423500,0.30939226519337015
505,457500,4423500,0.168141592920354
506,458500,4423500,0.08333333333333333
507,459500,4423500,0.04375
508,460500,4423500,0.07407407407407407
509,461500,4423500,0.125
510,462500,4423500,0.0625
511,433500,4424500,0.0
512,434500,4424500,0.0
513,435500,4424500,0.1388888888888889
514,436500,4424500,0.13725490196078433
515,437500,4424500,0.0111731843575419
516,438500,4424500,0.07784431137724551
517,439500,4424500,0.518796992481203
518,440500,4424500,0.7135416666666666
519,441500,4424500,0.13288288288288289
520,442500,4424500,0.27674418604651163
521,443500,4424500,0.16619718309859155
522,444500,4424500,0.26501766784452296
523,445500,4424500,0.10444444444444445
524,446500,4424500,0.12520593080724876
525,447500,4424500,0.337037037037037
526,448500,4424500,0.22620904836193448
527,449500,4424500,0.29850746268656714
528,450500,4424500,0.10344827586206896
529,451500,4424500,0.21587301587301588
530,452500,4424500,0.5157232704402516
531,453500,4424500,0.05477707006369427
532,454500,4424500,0.008271298593879239
533,455500,4424500,0.2328767123287671
534,456500,4424500,0.8050847457627118
535,457500,4424500,0.10948905109489052
536,458500,4424500,0.019417475728155338
537,459500,4424500,0.05
538,460500,4424500,0.10810810810810811
539,461500,4424500,0.0
540,462500,4424500,0.0
541,433500,4425500,0.0
542,434500,4425500,1.0
543,435500,4425500,0.6
544,436500,4425500,1.0
545,437500,4425500,0.0
546,438500,4425500,0.0
547,439500,4425500,0.10267857142857142
548,440500,4425500,0.24836601307189543
549,441500,4425500,0.6182336182336182
550,442500,4425500,0.3650190114068441
551,443500,4425500,0.6346153846153846
552,444500,4425500,0.4653179190751445
553,445500,4425500,0.3125
554,446500,4425500,0.2577639751552795
555,447500,4425500,0.29583333333333334
556,448500,4425500,0.07348242811501597
557,449500,4425500,0.22140221402214022
558,450500,4425500,0.27615062761506276
559,451500,4425500,0.196875
560,452500,4425500,0.17194570135746606
561,453500,4425500,0.034071550255536626
562,454500,4425500,0.07914438502673797
563,455500,4425500,0.21765913757700206
564,456500,4425500,0.1977077363896848
565,457500,4425500,0.12151898734177215
566,458500,4425500,0.0
567,459500,4425500,0.05555555555555555
568,460500,4425500,0.08333333333333333
569,461500,4425500,0.0
570,462500,4425500,0.0
571,433500,4426500,0.0
572,434500,4426500,0.2
573,435500,4426500,0.42105263157894735
574,436500,4426500,0.0
575,437500,4426500,0.0
576,438500,4426500,1.0
577,439500,4426500,0.03529411764705882
578,440500,4426500,0.35443037974683544
579,441500,4426500,0.3484848484848485
580,442500,4426500,0.21258134490238612
581,443500,4426500,0.2789598108747045
582,444500,4426500,0.15331010452961671
583,445500,4426500,0.17067833698030635
584,446500,4426500,0.07987220447284345
585,447500,4426500,0.24404761904761904
586,448500,4426500,0.12400635930047695
587,449500,4426500,0.22948073701842547
588,450500,4426500,0.22393162393162394
589,451500,4426500,0.13486842105263158
590,452500,4426500,0.021929824561403508
591,453500,4426500,0.08300395256916997
592,454500,4426500,0.12064343163538874
593,455500,4426500,0.10296684118673648
594,456500,4426500,0.14114114114114115
595,457500,4426500,0.2053872053872054
596,458500,4426500,0.0
597,459500,4426500,0.0
598,460500,4426500,0.0
599,461500,4426500,0.0
600,462500,4426500,0.0
601,433500,4427500,0.12698412698412698
602,434500,4427500,0.05263157894736842
603,435500,4427500,0.0
604,436500,4427500,0.125
605,437500,4427500,0.0
606,438500,4427500,0.031746031746031744
607,439500,4427500,0.11320754716981132
608,440500,4427500,0.8870967741935484
609,441500,4427500,0.5364238410596026
610,442500,4427500,0.8577981651376146
611,443500,4427500,0.6994818652849741
612,444500,4427500,0.30454545454545456
613,445500,4427500,0.1981981981981982
614,446500,4427500,0.11455108359133127
615,447500,4427500,1.0
616,448500,4427500,0.7692307692307693
617,449500,4427500,0.4144144144144144
618,450500,4427500,0.3991031390134529
619,451500,4427500,0.4601226993865031
620,452500,4427500,0.08849557522123894
621,453500,4427500,0.15416666666666667
622,454500,4427500,0.15691489361702127
623,455500,4427500,0.7233201581027668
624,456500,4427500,0.08465116279069768
625,457500,4427500,0.03431372549019608
626,458500,4427500,0.018867924528301886
627,459500,4427500,0.0
628,460500,4427500,0.0
629,461500,4427500,0.0
630,462500,4427500,0.0
631,433500,4428500,0.0
632,434500,4428500,0.0
633,435500,4428500,0.047619047619047616
634,436500,4428500,0.22033898305084745
635,437500,4428500,0.17857142857142858
636,438500,4428500,0.23140495867768596
637,439500,4428500,1.0
638,440500,4428500,0.0
639,441500,4428500,0.15873015873015872
640,442500,4428500,1.0
641,443500,4428500,0.7804878048780488
642,444500,4428500,0.46923076923076923
643,445500,4428500,0.092
644,446500,4428500,0.34210526315789475
645,447500,4428500,1.0
646,448500,4428500,0.32679738562091504
647,449500,4428500,0.6543624161073825
648,450500,4428500,0.975609756097561
649,451500,4428500,0.5
650,452500,4428500,0.007518796992481203
651,453500,4428500,0.1223021582733813
652,454500,4428500,0.2017167381974249
653,455500,4428500,0.3069306930693069
654,456500,4428500,0.38489208633093525
655,457500,4428500,0.0
656,458500,4428500,0.0
657,459500,4428500,0.0
658,460500,4428500,0.0
659,461500,4428500,0.0
660,462500,4428500,0.0
661,433500,4429500,0.0
662,434500,4429500,0.0
663,435500,4429500,0.0
664,436500,4429500,0.2222222222222222
665,437500,4429500,0.5535714285714286
666,438500,4429500,0.03614457831325301
667,439500,4429500,0.0
668,440500,4429500,0.011904761904761904
669,441500,4429500,0.11728395061728394
670,442500,4429500,0.18072289156626506
671,443500,4429500,0.14942528735632185
672,444500,4429500,0.21645021645021645
673,445500,4429500,0.27522935779816515
674,446500,4429500,0.5181818181818182
675,447500,4429500,0.35294117647058826
676,448500,4429500,0.043478260869565216
677,449500,4429500,0.13013698630136986
678,450500,4429500,0.8333333333333334
679,451500,4429500,0.11428571428571428
680,452500,4429500,0.038461538461538464
681,453500,4429500,0.02102803738317757
682,454500,4429500,0.0633245382585752
683,455500,4429500,0.2159090909090909
684,456500,4429500,0.0
685,457500,4429500,0.006756756756756757
686,458500,4429500,0.0
687,459500,4429500,0.004132231404958678
688,460500,4429500,0.0
689,461500,4429500,0.1111111111111111
690,462500,4429500,0.023255813953488372
691,433500,4430500,0.0
692,434500,4430500,0.0
693,435500,4430500,0.0
694,436500,4430500,0.0
695,437500,4430500,0.24561403508771928
696,438500,4430500,0.14444444444444443
697,439500,4430500,0.3111111111111111
698,440500,4430500,0.05172413793103448
699,441500,4430500,0.0962962962962963
700,442500,4430500,0.032432432432432434
701,443500,4430500,0.07194244604316546
702,444500,4430500,0.02694610778443114
703,445500,4430500,0.021739130434782608
704,446500,4430500,0.07835820895522388
705,447500,4430500,0.009523809523809525
706,448500,4430500,0.05701754385964912
707,449500,4430500,0.08888888888888889
708,450500,4430500,0.11231884057971014
709,451500,4430500,0.35294117647058826
710,452500,4430500,0.2641509433962264
711,453500,4430500,0.06878306878306878
712,454500,4430500,0.18309859154929578
713,455500,4430500,0.0
714,456500,4430500,0.1896551724137931
715,457500,4430500,0.0
716,458500,4430500,0.04980842911877394
717,459500,4430500,0.0036101083032490976
718,460500,4430500,0.0
719,461500,4430500,0.0
720,462500,4430500,0.0
721,433500,4431500,0.0
722,434500,4431500,1.0
723,435500,4431500,0.5
724,436500,4431500,0.0
725,437500,4431500,0.12987012987012986
726,438500,4431500,0.5853658536585366
727,439500,4431500,0.11320754716981132
728,440500,4431500,0.03496503496503497
729,441500,4431500,0.17318435754189945
730,442500,4431500,0.09375
731,443500,4431500,0.16289592760180996
732,444500,4431500,0.27419354838709675
733,445500,4431500,0.7314814814814815
734,446500,4431500,1.0
735,447500,4431500,0.0
736,448500,4431500,0.030303030303030304
737,449500,4431500,0.1048951048951049
738,450500,4431500,0.8016528925619835
739,451500,4431500,0.08024691358024691
740,452500,4431500,1.0
741,453500,4431500,0.07575757575757576
742,454500,4431500,0.0
743,455500,4431500,0.06666666666666667
744,456500,4431500,0.09523809523809523
745,457500,4431500,0.25806451612903225
746,458500,4431500,0.030303030303030304
747,459500,4431500,0.004629629629629629
748,460500,4431500,0.0
749,461500,4431500,0.0
750,462500,4431500,0.0
751,433500,4432500,0.0
752,434500,4432500,0.0625
753,435500,4432500,0.0
754,436500,4432500,0.08771929824561403
755,437500,4432500,0.5
756,438500,4432500,1.0
757,439500,4432500,0.11475409836065574
758,440500,4432500,0.18181818181818182
759,441500,4432500,0.44285714285714284
760,442500,4432500,0.10344827586206896
761,443500,4432500,0.15753424657534246
762,444500,4432500,0.5454545454545454
763,445500,4432500,0.18571428571428572
764,446500,4432500,0.8333333333333334
765,447500,4432500,0.0
766,448500,4432500,0.16129032258064516
767,449500,4432500,0.05
768,450500,4432500,0.4807692307692308
769,451500,4432500,0.16831683168316833
770,452500,4432500,0.0
771,453500,4432500,0.0
772,454500,4432500,0.0
773,455500,4432500,0.0
774,456500,4432500,0.30434782608695654
775,457500,4432500,0.0
776,458500,4432500,0.0
777,459500,4432500,0.0034482758620689655
778,460500,4432500,0.01
779,461500,4432500,0.0
780,462500,4432500,0.030303030303030304
781,433500,4433500,0.0
782,434500,4433500,0.0
783,435500,4433500,0.0
784,436500,4433500,0.14634146341463414
785,437500,4433500,0.25
786,438500,4433500,0.15151515151515152
787,439500,4433500,0.23376623376623376
788,440500,4433500,0.7553191489361702
789,441500,4433500,0.12121212121212122
790,442500,4433500,0.14285714285714285
791,443500,4433500,0.21428571428571427
792,444500,4433500,0.7692307692307693
793,445500,4433500,0.10869565217391304
794,446500,4433500,0.0
795,447500,4433500,0.0
796,448500,4433500,0.0
797,449500,4433500,0.04145077720207254
798,450500,4433500,0.68
799,451500,4433500,0.13592233009708737
800,452500,4433500,1.0
801,453500,4433500,0.0
802,454500,4433500,0.0
803,455500,4433500,0.0
804,456500,4433500,0.0
805,457500,4433500,0.0
806,458500,4433500,0.0
807,459500,4433500,0.0
808,460500,4433500,0.0
809,461500,4433500,0.0
810,462500,4433500,0.0
811,433500,4434500,0.0
812,434500,4434500,0.0
813,435500,4434500,0.043478260869565216
814,436500,4434500,0.0
815,437500,4434500,0.1
816,438500,4434500,0.0
817,439500,4434500,0.0
818,440500,4434500,0.03076923076923077
819,441500,4434500,0.05
820,442500,4434500,0.17117117117117117
821,443500,4434500,0.16049382716049382
822,444500,4434500,0.018867924528301886
823,445500,4434500,0.014705882352941176
824,446500,4434500,0.0
825,447500,4434500,0.2777777777777778
826,448500,4434500,0.0
827,449500,4434500,0.01098901098901099
828,450500,4434500,0.2111111111111111
829,451500,4434500,0.046511627906976744
830,452500,4434500,0.05714285714285714
831,453500,4434500,0.0
832,454500,4434500,0.05555555555555555
833,455500,4434500,0.0380952380952381
834,456500,4434500,0.0
835,457500,4434500,0.0
836,458500,4434500,0.0
837,459500,4434500,0.05263157894736842
838,460500,4434500,0.0
839,461500,4434500,0.004672897196261682
840,462500,4434500,0.0
841,433500,4435500,0.0
842,434500,4435500,0.05263157894736842
843,435500,4435500,0.041666666666666664
844,436500,4435500,0.0
845,437500,4435500,0.0
846,438500,4435500,0.75
847,439500,4435500,0.038461538461538464
848,440500,4435500,0.07692307692307693
849,441500,4435500,0.03508771929824561
850,442500,4435500,0.0
851,443500,4435500,0.0
852,444500,4435500,0.19607843137254902
853,445500,4435500,0.5
854,446500,4435500,0.0
